row_index,prediction,ground_truth,abs_error,sq_error,source,raw_output,model_name,target_column,max_new_tokens,run_timestamp_utc
349,3794.7375,6430.9,2636.1624999999995,6949352.726406247,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
350,3794.7375,2278.75,1515.9875000000002,2298218.1001562504,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
354,3794.7375,840.1,2954.6375000000003,8729882.756406251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
368,3794.7375,6962.85,3168.1125,10036936.812656252,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
370,3794.7375,690.25,3104.4875,9637842.637656253,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
373,3600.0,5608.4,2008.4,4033670.559999999,paper_single_prompt,3600.0,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
384,3700.0,5067.45,1367.4499999999998,1869919.5025,paper_single_prompt,3700.0,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
393,3794.7375,367.55,3427.1875,11745614.16015625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
398,3794.7375,1803.7,1991.0375,3964230.32640625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
399,3794.7375,415.1,3379.6375000000003,11421949.631406251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
411,3794.7375,1066.15,2728.5875,7445189.745156251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
416,3794.7375,6858.9,3064.1624999999995,9389091.826406246,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
417,3794.7375,1024.7,2770.0375000000004,7673107.751406252,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
436,3794.7375,720.05,3074.6875,9453703.22265625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
454,3794.7375,1417.9,2376.8375,5649356.5014062505,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
467,3794.7375,6588.95,2794.2125,7807623.495156248,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
476,3794.7375,2747.2,1047.5375000000004,1097334.8139062508,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
481,3486.75,2145.0,1341.75,1800293.0625,paper_single_prompt,3486.75,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
488,1800.0,,,,paper_single_prompt,1800.0,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
518,3794.7375,1929.35,1865.3875000000005,3479670.525156251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
568,3794.7375,3527.6,267.1375000000003,71362.44390625015,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
589,3794.7375,6668.05,2873.3125,8255924.72265625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
599,3328.86,1414.45,1914.41,3664965.6481,paper_single_prompt,3328.86,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
602,3794.7375,4859.25,1064.5124999999998,1133186.8626562497,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
603,3794.7375,4903.2,1108.4624999999996,1228689.1139062492,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
620,3794.7375,362.6,3432.1375000000003,11779567.818906251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
634,3794.7375,2236.2,1558.5375000000004,2429039.138906251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
636,3794.7375,3109.9,684.8375000000001,469002.4014062501,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
643,3700.0,4287.2,587.1999999999998,344803.8399999998,paper_single_prompt,3700.00,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
667,2804.65,1453.1,1351.5500000000002,1826687.4025000003,paper_single_prompt,2804.65,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
669,3794.7375,4039.3,244.5625,59810.81640625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
673,3794.7375,493.4,3301.3375,10898829.28890625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
683,3794.7375,4188.4,393.66249999999945,154970.16390624957,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
705,3246.85,2015.35,1231.5,1516592.25,paper_single_prompt,3246.85,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
714,3794.7375,1710.9,2083.8375,4342378.72640625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
719,3700.0,5589.3,1889.3,3569454.4900000007,paper_single_prompt,3700.0,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
721,3794.7375,1305.95,2488.7875000000004,6194063.220156251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
734,3794.7375,2423.4,1371.3375,1880566.53890625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
743,3794.7375,1551.6,2243.1375000000003,5031665.843906251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
745,3794.7375,7882.25,4087.5125,16707758.437656248,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
749,3700.0,5817.0,2117.0,4481689.0,paper_single_prompt,3700.00,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
751,3794.7375,5600.15,1805.4125,3259514.295156248,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
753,1397.475,,,,paper_single_prompt,1397.475,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
763,3794.7375,4758.8,964.0625,929416.50390625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
769,3794.7375,1175.6,2619.1375000000003,6859881.243906251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
775,3794.7375,8065.65,4270.912499999999,18240693.58265625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
776,1397.475,92.5,1304.975,1702959.750625,paper_single_prompt,1397.475,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
786,3794.7375,3983.6,188.86249999999973,35669.0439062499,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
790,3396.95,3590.2,193.25,37345.5625,paper_single_prompt,3396.95,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
791,3769.55,5023.0,1253.4499999999998,1571136.9024999996,paper_single_prompt,3769.55,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
808,3794.7375,4113.1,318.3625000000002,101354.68140625012,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
811,3794.7375,7250.15,3455.4124999999995,11939875.545156246,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
818,3794.7375,2317.1,1477.6375000000005,2183412.5814062506,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
820,3794.7375,6751.35,2956.6125,8741557.475156251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
828,3794.7375,5453.4,1658.6624999999997,2751161.2889062483,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
833,3794.7375,3340.55,454.1875,206286.28515625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
836,3794.7375,4487.3,692.5625,479642.81640625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
841,3794.7375,7589.8,3795.0625,14402499.37890625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
845,3794.7375,295.95,3498.7875000000004,12241513.970156252,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
856,3794.7375,6309.65,2514.9124999999995,6324784.882656247,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
861,3794.7375,5822.3,2027.5625,4111009.69140625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
870,3794.7375,7015.9,3221.1624999999995,10375887.851406246,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
876,3377.15,1582.75,1794.4,3219871.3600000003,paper_single_prompt,3377.15,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
897,3794.7375,5682.25,1887.5125,3562703.4376562494,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
911,3313.5,1288.3,2025.2,4101435.04,paper_single_prompt,3313.5,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
918,3700.0,2193.0,1507.0,2271049.0,paper_single_prompt,3700.0,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
923,3794.7375,4786.15,991.4124999999996,982898.7451562488,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
925,3794.7375,2404.15,1390.5875,1933733.5951562503,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
936,1800.0,,,,paper_single_prompt,1800.0,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
942,3794.7375,2001.0,1793.7375000000002,3217494.218906251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
943,3794.7375,4919.7,1124.9624999999996,1265540.6264062491,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
944,3480.65,5645.8,2165.15,4687874.5225,paper_single_prompt,3480.65,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
966,3794.7375,112.3,3682.4375,13560345.94140625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
972,3700.5,4048.95,348.4499999999998,121417.40249999988,paper_single_prompt,3700.50,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
987,1397.475,19.75,1377.725,1898126.175625,paper_single_prompt,1397.475,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
988,3794.7375,537.35,3257.3875000000003,10610573.325156253,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
990,3406.85,4513.65,1106.7999999999995,1225006.2399999993,paper_single_prompt,3406.85,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
991,3794.7375,1423.85,2370.8875000000003,5621107.537656251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1001,3794.7375,1893.95,1900.7875,3612993.1201562495,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1014,3794.7375,990.85,2803.8875000000003,7861785.1126562515,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1020,3266.71,2066.0,1200.71,1441704.5041,paper_single_prompt,3266.71,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1024,37.0,2552.9,2515.9,6329752.8100000005,paper_single_prompt,37 * 70.35 + 70.35 = 2682.45,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1028,3794.7375,2070.6,1724.1375000000005,2972650.118906251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1035,3794.7375,1697.7,2097.0375000000004,4397566.276406252,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1046,3794.7375,3877.65,82.91249999999991,6874.482656249985,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1052,3138.55,3208.65,70.09999999999991,4914.009999999988,paper_single_prompt,3138.55,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1069,3794.7375,1055.9,2738.8375,7501230.85140625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1082,1397.475,,,,paper_single_prompt,1397.475,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1084,3794.7375,1012.4,2782.3375,7741401.963906251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1092,3794.7375,4523.25,728.5124999999998,530730.4626562498,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1093,3794.7375,7159.7,3364.9625,11322972.626406249,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1098,3794.7375,6038.55,2243.8125,5034694.53515625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1106,3794.7375,6253.0,2458.2625,6043054.518906249,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1107,3794.7375,1641.8,2152.9375,4635139.87890625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1118,3648.75,4997.5,1348.75,1819126.5625,paper_single_prompt,3648.75,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1146,3648.75,1072.6,2576.15,6636548.822500001,paper_single_prompt,3648.75,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1164,3794.7375,5831.2,2036.4625,4147179.513906248,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1170,3794.7375,8093.15,4298.412499999999,18476350.02015625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1178,3794.7375,1553.95,2240.7875000000004,5021128.620156252,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1180,3794.7375,1971.15,1823.5875,3325471.3701562504,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1187,3794.7375,7413.55,3618.8125,13095803.91015625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1216,3486.86,1090.6,2396.26,5742061.9876000015,paper_single_prompt,3486.86,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1219,2836.91,4300.45,1463.54,2141949.3316,paper_single_prompt,2836.91,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1231,3794.7375,1398.6,2396.1375000000003,5741474.918906251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1232,3794.7375,2564.3,1230.4375,1513976.44140625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1245,3794.7375,2117.25,1677.4875000000002,2813964.312656251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1263,3794.7375,6127.6,2332.8625,5442247.44390625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1267,3766.54,4818.8,1052.2600000000002,1107251.1076000005,paper_single_prompt,3766.54,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1275,3442.75,3112.05,330.6999999999998,109362.48999999987,paper_single_prompt,3442.75,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1284,3794.7375,1188.25,2606.4875,6793777.087656251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1288,3794.7375,1240.15,2554.5875,6525917.295156251,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
1300,3794.7375,7962.2,4167.4625,17367743.68890625,paper_single_prompt,3794.7375,mistralai/Mistral-7B-Instruct-v0.3,TotalCharges,32,2026-04-21T15:26:26.394748+00:00
